id,hotel_name,Price,hotel_rating,amenities
5203,Newton Cove Resort,196,5,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Laundry Service', 'Non-smoking hotel', 'Accessible rooms', 'Non-smoking rooms']"
5204,Nootka Gold in Tahsis,188,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
5205,Shawzys Charters Inc.,199,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5206,Pacific Safaris Lodge,189,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5207,Days Inn by Wyndham Estevan,197,4.5,"['Free parking', 'Restaurant', 'Breakfast included', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms', 'Suites']"
5208,Microtel Inn & Suites by Wyndham Estevan,207,4,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Concierge', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5209,Motel 6 Estevan,260,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
5211,Estevan Motel,190,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5212,Chateau Vaudreuil,194,4,"['Pool', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Tennis Court', 'Minibar', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5213,Motel Vaudreuil,197,4.5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Airport transportation', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms']"
5214,Motel Seigneurie de Vaudreuil,192,4.3,"['Free Internet', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']"
5215,Motel Baie-James,275,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5216,Hotel-Motel La Grande,192,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5217,Comfort Inn & Suites Sylvan Lake,196,4,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Golf Course', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5218,Lost Harbour Inn,190,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5219,Raccoon Lodge Motel,200,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
5223,Salines De Gros Cap,208,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5225,Quality Inn Rouyn-Noranda,190,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Breakfast included', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']"
5226,Motel Miranda,262,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5227,Hampton Inn & Suites by Hilton Bolton,194,4.5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5229,Bolton Inn Motel,199,3.7,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Smoking rooms available']"
5230,Cadogan Farm Estate,190,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5231,DeerFields Stables Country Inn,173,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5232,Super 8 by Wyndham Portage La Prairie MB,182,3.5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Babysitting', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5234,Yellow Quill Motel,189,3.5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room']"
5235,Canad Inns Portage la Prairie,186,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5236,John Gyles Music Room & Inn,177,4.5,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']"
5237,Bennett House Bed & Breakfast,160,4,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']"
5238,Stiles Motel,193,3,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']"
5239,Comfort Inn - Amherst,190,4,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Non-smoking rooms']"
5240,Apothic Inn,188,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']"
5241,KanataTremblant,189,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5244,Century II Motel,185,4,"['Free High Speed Internet (WiFi)', 'Free parking', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
5245,Daisy May Campground,192,3.5,"['Pool', 'Free Internet', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']"
5246,Alberta Boarding House Bed and Breakfast,167,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5247,Buffalo Plains Campground,184,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5248,DJ Motel,177,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
5249,Acorn Motel,198,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
5250,Misty Mountain Apartments and Suites,181,4,"['Free High Speed Internet (WiFi)', 'Free parking', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
5251,HD View Bed & Breakfast,185,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5252,Chateau Sainte-Marie B&B,194,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Spa', 'Golf Course', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']"
5253,A la Maison d'Amitie,245,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']"
5254,La Bannik,180,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5255,Motel Caroline,189,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5256,Hotel ET Suites Manoir du Lac Temiscamingue,195,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5257,MacLeod Inn,161,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']"
5258,Inverness Beach Village,193,4,"['Free parking', 'Non-smoking hotel', 'Tennis Court', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
5259,Elmhirst's Resort,254,4,"['Pool', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Room service', 'Babysitting', 'Banquet Room', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Outdoor pool', 'Public Wifi', 'Tennis Court', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']"
5260,"Great Blue Resorts - Bellmere Winds Resort, Kawartha",185,3.5,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Tennis Court', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
5261,Auberge l'Ile de France,198,4.5,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']"
5262,Villa Bellerive,194,4,"['Restaurant', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Tennis Court', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
5263,Abbott Road Suites,678,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
5264,Tourist Inn,266,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access']"
5265,Knights Inn Kemptville,151,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms']"
5266,Tumblehome Farm B&B,181,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Pets Allowed ( Dog / Pet Friendly )']"
5267,Wessex Inn,187,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Concierge', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
5268,Dream Weaver,211,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']"
5269,Sahtlam Lodge and Cabins,196,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette', 'Suites']"
5270,Anchors Guesthouse,195,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
5271,The Clockmakers Inn,184,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5272,Downeast Motel,207,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']"
5273,Boegel's B&B,183,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5274,Hants County Exhibition Trailer Park,184,,"['Pool', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access']"
5275,Villa Thomas Ward,190,5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Non-smoking rooms']"
5276,La Grand Voile Centre Sante et Auberge,191,4.5,"['Free parking', 'Room service', 'Spa', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']"
5277,Irish Mountain Bed and Breakfast,197,5,"['Pool', 'Free parking', 'Room service', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5279,Bella Vista Country House,193,5,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5280,Roebuck Campground,170,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5281,Rockwater Secret Cove Resort,187,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5282,Inn-Nature Retreat & Spa,152,4.5,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
5283,Northshore Wayside Inn,164,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5284,Auberge Eldo Inn,198,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']"
5285,Best Western Plus Grand-Sault Hotel & Suites,222,4.5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
5286,Maple Tourist Home Bed & Breakfast,199,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']"
5287,Motel Leo,235,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
5288,Chez Fougere Bed & Breakfast,180,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
